r,fk,v2,phi,slack_float,slack_upper
5023,7535,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
5027,7541,1,1.010700569217,-1.0000002874654967E-06,-9.999995231879666E-07
5035,7553,1,1.010700569217,-1.0000002874654967E-06,-9.999995231879666E-07
5043,7565,1,-6.444212053878,-1.000000287909586E-06,-9.999995231879666E-07
5059,7589,1,-3.959241179513,-1.000000287909586E-06,-9.999995231879666E-07
5063,7595,1,5.329921728153,-1.000000287909586E-06,-9.999995231879666E-07
5071,7607,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
5075,7613,1,1.010700569217,-1.0000002874654967E-06,-9.999995231879666E-07
5083,7625,1,3.865019710493,-1.0000002874654967E-06,-9.999995231879666E-07
5087,7631,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
5091,7637,1,-6.444212053878,-1.000000287909586E-06,-9.999995231879666E-07
5095,7643,1,2.844950853788,-1.0000002874654967E-06,-9.999995231879666E-07
5103,7655,1,-1.428720951886,-1.0000002874654967E-06,-9.999995231879666E-07
5107,7661,1,1.380048836128,-1.0000002874654967E-06,-9.999995231879666E-07
5119,7679,1,8.63219679288,-1.0000002870214075E-06,-9.999995231879666E-07
5127,7691,1,2.844950853788,-1.0000002874654967E-06,-9.999995231879666E-07
5131,7697,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5139,7709,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5147,7721,1,1.828004759579,-1.0000002874654967E-06,-9.999995231879666E-07
5159,7739,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
5163,7745,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5171,7757,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5179,7769,1,1.298318417092,-1.0000002874654967E-06,-9.999995231879666E-07
5183,7775,1,3.171872529933,-1.0000002874654967E-06,-9.999995231879666E-07
5187,7781,1,-6.444212053878,-1.000000287909586E-06,-9.999995231879666E-07
5191,7787,1,-1.147348629003,-1.0000002874654967E-06,-9.999995231879666E-07
5195,7793,1,-1.474270305148,-1.0000002874654967E-06,-9.999995231879666E-07
5199,7799,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
5207,7811,1,1.337622245362,-1.0000002874654967E-06,-9.999995231879666E-07
5215,7823,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
5219,7829,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5223,7835,1,5.983765080443,-1.000000287909586E-06,-9.999995231879666E-07
5227,7841,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5231,7847,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
5235,7853,1,-2.981598913574,-1.0000002874654967E-06,-9.999995231879666E-07
5239,7859,1,1.337622245362,-1.0000002874654967E-06,-9.999995231879666E-07
5243,7865,1,-2.246025142248,-1.0000002874654967E-06,-9.999995231879666E-07
5259,7889,1,-1.474270305148,-1.0000002874654967E-06,-9.999995231879666E-07
5267,7901,1,-6.444212053878,-1.000000287909586E-06,-9.999995231879666E-07
5271,7907,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
5283,7925,1,-1.474270305148,-1.0000002874654967E-06,-9.999995231879666E-07
5291,7937,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5307,7961,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
5311,7967,1,-2.121868132446,-1.0000002874654967E-06,-9.999995231879666E-07
5315,7973,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5323,7985,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5331,7997,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5339,8009,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
5343,8015,1,3.66225504415,-1.0000002874654967E-06,-9.999995231879666E-07
5351,8027,1,1.383171598624,-1.0000002874654967E-06,-9.999995231879666E-07
5367,8051,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
5379,8069,1,-3.959241179513,-1.000000287909586E-06,-9.999995231879666E-07
5387,8081,1,6.471024832164,-1.000000287909586E-06,-9.999995231879666E-07
5391,8087,1,-6.117290377733,-1.000000287909586E-06,-9.999995231879666E-07
5395,8093,1,2.965985101094,-1.0000002874654967E-06,-9.999995231879666E-07
5411,8117,1,-6.444212053878,-1.000000287909586E-06,-9.999995231879666E-07
5419,8129,1,-6.444212053878,-1.000000287909586E-06,-9.999995231879666E-07
5427,8141,1,2.965985101094,-1.0000002874654967E-06,-9.999995231879666E-07
5439,8159,1,4.924392395468,-1.000000287909586E-06,-9.999995231879666E-07
5451,8177,1,-5.466569787939,-1.000000287909586E-06,-9.999995231879666E-07
5455,8183,1,-3.184363579917,-1.0000002874654967E-06,-9.999995231879666E-07
5471,15,1,-1.183529694777,-1.0000002874654967E-06,-9.999995231879666E-07
5475,21,1,-2.242902379752,-1.0000002874654967E-06,-9.999995231879666E-07
5479,27,1,5.578235747758,-1.000000287909586E-06,-9.999995231879666E-07
5483,33,1,-1.428720951886,-1.0000002874654967E-06,-9.999995231879666E-07
5491,45,1,-2.488093636861,-1.0000002874654967E-06,-9.999995231879666E-07
5503,63,1,4.35540222471,-1.000000287909586E-06,-9.999995231879666E-07
5515,81,1,-2.651554474933,-1.0000002874654967E-06,-9.999995231879666E-07
5519,87,1,-2.203598551482,-1.0000002874654967E-06,-9.999995231879666E-07
5523,93,1,-3.181240817421,-1.0000002874654967E-06,-9.999995231879666E-07
5531,105,1,-1.755642628031,-1.0000002874654967E-06,-9.999995231879666E-07
5539,117,1,-3.262971236457,-1.0000002874654967E-06,-9.999995231879666E-07
5551,135,1,-1.837373047067,-1.0000002874654967E-06,-9.999995231879666E-07
5571,165,1,3.580524625114,-1.0000002874654967E-06,-9.999995231879666E-07
5579,177,1,-2.896745732042,-1.0000002874654967E-06,-9.999995231879666E-07
5583,183,1,2.073196016688,-1.0000002874654967E-06,-9.999995231879666E-07
5591,195,1,4.028480548565,-1.0000002870214075E-06,-9.999995231879666E-07
5595,201,1,-3.874387997981,-1.0000002874654967E-06,-9.999995231879666E-07
5603,213,1,-4.404074340468,-1.000000287909586E-06,-9.999995231879666E-07
5607,219,1,-1.471147542652,-1.0000002874654967E-06,-9.999995231879666E-07
5611,225,1,-1.471147542652,-1.0000002874654967E-06,-9.999995231879666E-07
5619,237,1,-2.978476151078,-1.0000002874654967E-06,-9.999995231879666E-07
5639,267,1,-3.956118417017,-1.000000287909586E-06,-9.999995231879666E-07
5647,279,1,-2.530520227627,-1.0000002874654967E-06,-9.999995231879666E-07
5651,285,1,2.439421521103,-1.0000002874654967E-06,-9.999995231879666E-07
5663,303,1,-2.530520227627,-1.0000002874654967E-06,-9.999995231879666E-07
5683,333,1,2.887377444554,-1.0000002874654967E-06,-9.999995231879666E-07
5687,339,1,-2.082564304176,-1.0000002874654967E-06,-9.999995231879666E-07
5691,345,1,3.865019710493,-1.0000002874654967E-06,-9.999995231879666E-07
5703,363,1,-2.612250646663,-1.0000002874654967E-06,-9.999995231879666E-07
5707,369,1,-4.567535178541,-1.000000287909586E-06,-9.999995231879666E-07
5711,375,1,-2.612250646663,-1.0000002874654967E-06,-9.999995231879666E-07
5719,387,1,3.335333368005,-1.0000002874654967E-06,-9.999995231879666E-07
5727,399,1,3.335333368005,-1.0000002874654967E-06,-9.999995231879666E-07
5747,429,1,1.828004759579,-1.0000002874654967E-06,-9.999995231879666E-07
5759,447,1,3.093264873393,-1.0000002874654967E-06,-9.999995231879666E-07
5783,483,1,-4.649265597577,-1.000000287909586E-06,-9.999995231879666E-07
5791,495,1,1.298318417092,-1.0000002874654967E-06,-9.999995231879666E-07
5807,519,1,-1.716338799761,-1.0000002874654967E-06,-9.999995231879666E-07
5815,531,1,3.253602948969,-1.0000002874654967E-06,-9.999995231879666E-07
5819,537,1,-4.649265597577,-1.000000287909586E-06,-9.999995231879666E-07
5835,561,1,-3.223667408187,-1.0000002874654967E-06,-9.999995231879666E-07
5839,567,1,-1.716338799761,-1.0000002874654967E-06,-9.999995231879666E-07
5851,585,1,-2.246025142248,-1.0000002874654967E-06,-9.999995231879666E-07
5855,591,1,-2.246025142248,-1.0000002874654967E-06,-9.999995231879666E-07
5859,597,1,-4.730996016613,-1.000000287909586E-06,-9.999995231879666E-07
5887,639,1,3.626073978376,-1.0000002874654967E-06,-9.999995231879666E-07
5899,657,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
5903,663,1,-4.730996016613,-1.000000287909586E-06,-9.999995231879666E-07
5911,675,1,2.194230263994,-1.0000002874654967E-06,-9.999995231879666E-07
5927,699,1,-1.798069218797,-1.0000002874654967E-06,-9.999995231879666E-07
5935,711,1,-1.798069218797,-1.0000002874654967E-06,-9.999995231879666E-07
5943,723,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
5951,735,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
5955,741,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
5959,747,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
5971,765,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
6011,825,1,3.619828453384,-1.0000002874654967E-06,-9.999995231879666E-07
6015,831,1,3.619828453384,-1.0000002874654967E-06,-9.999995231879666E-07
6031,855,1,-2.857441903772,-1.0000002874654967E-06,-9.999995231879666E-07
6035,861,1,1.134857579019,-1.0000002874654967E-06,-9.999995231879666E-07
6043,873,1,4.597470719323,-1.000000287909586E-06,-9.999995231879666E-07
6047,879,1,4.597470719323,-1.000000287909586E-06,-9.999995231879666E-07
6051,885,1,2.112499844958,-1.0000002874654967E-06,-9.999995231879666E-07
6055,891,1,-3.305397827223,-1.0000002874654967E-06,-9.999995231879666E-07
6059,897,1,-1.879799637833,-1.0000002874654967E-06,-9.999995231879666E-07
6063,903,1,2.112499844958,-1.0000002874654967E-06,-9.999995231879666E-07
6067,909,1,-5.790368701588,-1.000000287909586E-06,-9.999995231879666E-07
6071,915,1,3.090142110897,-1.0000002874654967E-06,-9.999995231879666E-07
6075,921,1,3.090142110897,-1.0000002874654967E-06,-9.999995231879666E-07
6079,927,1,2.112499844958,-1.0000002874654967E-06,-9.999995231879666E-07
6099,957,1,-2.857441903772,-1.0000002874654967E-06,-9.999995231879666E-07
6131,1005,1,-1.879799637833,-1.0000002874654967E-06,-9.999995231879666E-07
6135,1011,1,-2.409485980321,-1.0000002874654967E-06,-9.999995231879666E-07
6147,1029,1,2.560455768409,-1.0000002874654967E-06,-9.999995231879666E-07
6151,1035,1,2.560455768409,-1.0000002874654967E-06,-9.999995231879666E-07
6155,1041,1,2.560455768409,-1.0000002874654967E-06,-9.999995231879666E-07
6159,1047,1,2.560455768409,-1.0000002874654967E-06,-9.999995231879666E-07
6171,1065,1,-1.431843714382,-1.0000002874654967E-06,-9.999995231879666E-07
6183,1083,1,3.538098034348,-1.0000002874654967E-06,-9.999995231879666E-07
6191,1095,1,-1.431843714382,-1.0000002874654967E-06,-9.999995231879666E-07
6199,1107,1,3.538098034348,-1.0000002874654967E-06,-9.999995231879666E-07
6203,1113,1,3.538098034348,-1.0000002874654967E-06,-9.999995231879666E-07
6219,1137,1,-5.872099120624,-1.000000287909586E-06,-9.999995231879666E-07
6247,1179,1,-2.939172322808,-1.0000002874654967E-06,-9.999995231879666E-07
6263,1203,1,-2.939172322808,-1.0000002874654967E-06,-9.999995231879666E-07
6267,1209,1,-2.939172322808,-1.0000002874654967E-06,-9.999995231879666E-07
6315,1281,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
6319,1287,1,3.986053957799,-1.0000002874654967E-06,-9.999995231879666E-07
6327,1299,1,3.986053957799,-1.0000002874654967E-06,-9.999995231879666E-07
6331,1305,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
6339,1317,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
6343,1323,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
6347,1329,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
6351,1335,1,3.986053957799,-1.0000002874654967E-06,-9.999995231879666E-07
6359,1347,1,-2.491216399357,-1.0000002874654967E-06,-9.999995231879666E-07
6367,1359,1,-2.491216399357,-1.0000002874654967E-06,-9.999995231879666E-07
6383,1383,1,2.115622607454,-1.0000002874654967E-06,-9.999995231879666E-07
6399,1407,1,12.218966942986,-1.0000002870214075E-06,-9.999995231879666E-07
6419,1437,1,-3.468858665296,-1.0000002874654967E-06,-9.999995231879666E-07
6431,1455,1,3.456367615312,-1.0000002874654967E-06,-9.999995231879666E-07
6439,1467,1,3.456367615312,-1.0000002874654967E-06,-9.999995231879666E-07
6463,1503,1,3.456367615312,-1.0000002874654967E-06,-9.999995231879666E-07
6467,1509,1,-2.491216399357,-1.0000002874654967E-06,-9.999995231879666E-07
6471,1515,1,7.93904961232,-1.000000287909586E-06,-9.999995231879666E-07
6487,1539,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
6507,1569,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
6515,1581,1,-1.513574133418,-1.0000002874654967E-06,-9.999995231879666E-07
6519,1587,1,-1.513574133418,-1.0000002874654967E-06,-9.999995231879666E-07
6527,1599,1,-1.716338799761,-1.0000002874654967E-06,-9.999995231879666E-07
6543,1623,1,2.926681272824,-1.0000002874654967E-06,-9.999995231879666E-07
6555,1641,1,-2.043260475906,-1.0000002874654967E-06,-9.999995231879666E-07
6559,1647,1,2.926681272824,-1.0000002874654967E-06,-9.999995231879666E-07
6571,1665,1,9.773299896891,-1.0000002870214075E-06,-9.999995231879666E-07
6587,1689,1,-4.976187273722,-1.000000287909586E-06,-9.999995231879666E-07
6599,1707,1,3.904323538763,-1.0000002874654967E-06,-9.999995231879666E-07
6607,1719,1,3.904323538763,-1.0000002874654967E-06,-9.999995231879666E-07
6615,1731,1,3.904323538763,-1.0000002874654967E-06,-9.999995231879666E-07
6623,1743,1,7.124868184454,-1.000000287909586E-06,-9.999995231879666E-07
6627,1749,1,1.419352664398,-1.0000002874654967E-06,-9.999995231879666E-07
6639,1767,1,3.904323538763,-1.0000002874654967E-06,-9.999995231879666E-07
6643,1773,1,-3.550589084332,-1.0000002874654967E-06,-9.999995231879666E-07
6647,1779,1,3.904323538763,-1.0000002874654967E-06,-9.999995231879666E-07
6655,1791,1,7.043137765418,-1.000000287909586E-06,-9.999995231879666E-07
6659,1797,1,1.419352664398,-1.0000002874654967E-06,-9.999995231879666E-07
6667,1809,1,-3.550589084332,-1.0000002874654967E-06,-9.999995231879666E-07
6671,1815,1,-3.550589084332,-1.0000002874654967E-06,-9.999995231879666E-07
6691,1845,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6699,1857,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6703,1863,1,-2.572946818393,-1.0000002874654967E-06,-9.999995231879666E-07
6707,1869,1,-1.065618209967,-1.0000002874654967E-06,-9.999995231879666E-07
6711,1875,1,9.243613554404,-1.0000002870214075E-06,-9.999995231879666E-07
6715,1881,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6719,1887,1,-3.956118417017,-1.000000287909586E-06,-9.999995231879666E-07
6723,1893,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6727,1899,1,-2.572946818393,-1.0000002874654967E-06,-9.999995231879666E-07
6731,1905,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6739,1917,1,-3.550589084332,-1.0000002874654967E-06,-9.999995231879666E-07
6747,1929,1,-3.550589084332,-1.0000002874654967E-06,-9.999995231879666E-07
6763,1953,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6775,1971,1,-6.035559958697,-1.000000287909586E-06,-9.999995231879666E-07
6787,1989,1,-6.035559958697,-1.000000287909586E-06,-9.999995231879666E-07
6803,2013,1,-2.572946818393,-1.0000002874654967E-06,-9.999995231879666E-07
6815,2031,1,-2.246025142248,-1.0000002874654967E-06,-9.999995231879666E-07
6823,2043,1,-1.104922038237,-1.0000002874654967E-06,-9.999995231879666E-07
6827,2049,1,4.352279462214,-1.000000287909586E-06,-9.999995231879666E-07
6831,2055,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6839,2067,1,4.352279462214,-1.000000287909586E-06,-9.999995231879666E-07
6843,2073,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6847,2079,1,-1.186652457273,-1.0000002874654967E-06,-9.999995231879666E-07
6855,2091,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6879,2127,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
6887,2139,1,-1.919103466103,-1.0000002874654967E-06,-9.999995231879666E-07
6891,2145,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
6895,2151,1,6.47414759466,-1.000000287909586E-06,-9.999995231879666E-07
6903,2163,1,2.844950853788,-1.0000002874654967E-06,-9.999995231879666E-07
6907,2169,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
6911,2175,1,-1.186652457273,-1.0000002874654967E-06,-9.999995231879666E-07
6919,2187,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
6923,2193,1,2.844950853788,-1.0000002874654967E-06,-9.999995231879666E-07
6959,2247,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
6967,2259,1,-5.057917692758,-1.000000287909586E-06,-9.999995231879666E-07
6975,2271,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
6979,2277,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
6983,2283,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
6991,2295,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
6999,2307,1,3.822593119727,-1.0000002874654967E-06,-9.999995231879666E-07
7007,2319,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
7011,2325,1,1.337622245362,-1.0000002874654967E-06,-9.999995231879666E-07
7019,2337,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
7023,2343,1,3.822593119727,-1.0000002874654967E-06,-9.999995231879666E-07
7027,2349,1,1.337622245362,-1.0000002874654967E-06,-9.999995231879666E-07
7035,2361,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
7043,2373,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
7047,2379,1,-2.124990894942,-1.0000002874654967E-06,-9.999995231879666E-07
7055,2391,1,1.337622245362,-1.0000002874654967E-06,-9.999995231879666E-07
7059,2397,1,1.337622245362,-1.0000002874654967E-06,-9.999995231879666E-07
7063,2403,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
7067,2409,1,1.337622245362,-1.0000002874654967E-06,-9.999995231879666E-07
7071,2415,1,-2.978476151078,-1.0000002874654967E-06,-9.999995231879666E-07
7079,2427,1,1.337622245362,-1.0000002874654967E-06,-9.999995231879666E-07
7091,2445,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7115,2481,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7131,2505,1,-1.147348629003,-1.0000002874654967E-06,-9.999995231879666E-07
7135,2511,1,4.273671805674,-1.000000287909586E-06,-9.999995231879666E-07
7139,2517,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7151,2535,1,-1.104922038237,-1.0000002874654967E-06,-9.999995231879666E-07
7167,2559,1,4.927515157964,-1.000000287909586E-06,-9.999995231879666E-07
7179,2577,1,-6.117290377733,-1.000000287909586E-06,-9.999995231879666E-07
7187,2589,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7195,2601,1,-2.612250646663,-1.0000002874654967E-06,-9.999995231879666E-07
7203,2613,1,-6.117290377733,-1.000000287909586E-06,-9.999995231879666E-07
7211,2625,1,-6.117290377733,-1.000000287909586E-06,-9.999995231879666E-07
7231,2655,1,-2.448789808591,-1.0000002874654967E-06,-9.999995231879666E-07
7247,2679,1,-6.117290377733,-1.000000287909586E-06,-9.999995231879666E-07
7259,2697,1,4.270549043178,-1.000000287909586E-06,-9.999995231879666E-07
7263,2703,1,1.461779255164,-1.0000002874654967E-06,-9.999995231879666E-07
7271,2715,1,3.214299120699,-1.0000002874654967E-06,-9.999995231879666E-07
7275,2721,1,-3.184363579917,-1.0000002874654967E-06,-9.999995231879666E-07
7279,2727,1,3.580524625114,-1.0000002874654967E-06,-9.999995231879666E-07
7283,2733,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7287,2739,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7291,2745,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7303,2763,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7307,2769,1,-3.184363579917,-1.0000002874654967E-06,-9.999995231879666E-07
7311,2775,1,-3.184363579917,-1.0000002874654967E-06,-9.999995231879666E-07
7327,2799,1,-2.612250646663,-1.0000002874654967E-06,-9.999995231879666E-07
7331,2805,1,-1.677034971491,-1.0000002874654967E-06,-9.999995231879666E-07
7335,2811,1,-1.023191619201,-1.0000002874654967E-06,-9.999995231879666E-07
7339,2817,1,-1.677034971491,-1.0000002874654967E-06,-9.999995231879666E-07
7343,2823,1,-3.632319503368,-1.0000002874654967E-06,-9.999995231879666E-07
7351,2835,1,-2.206721313978,-1.0000002874654967E-06,-9.999995231879666E-07
7355,2841,1,-2.206721313978,-1.0000002874654967E-06,-9.999995231879666E-07
7363,2853,1,-6.117290377733,-1.000000287909586E-06,-9.999995231879666E-07
7367,2859,1,-2.206721313978,-1.0000002874654967E-06,-9.999995231879666E-07
7371,2865,1,-6.117290377733,-1.000000287909586E-06,-9.999995231879666E-07
7383,2883,1,2.763220434752,-1.0000002874654967E-06,-9.999995231879666E-07
7387,2889,1,2.763220434752,-1.0000002874654967E-06,-9.999995231879666E-07
7399,2907,1,2.763220434752,-1.0000002874654967E-06,-9.999995231879666E-07
7403,2913,1,-1.104922038237,-1.0000002874654967E-06,-9.999995231879666E-07
7411,2925,1,2.763220434752,-1.0000002874654967E-06,-9.999995231879666E-07
7423,2943,1,8.959118469025,-1.0000002870214075E-06,-9.999995231879666E-07
7427,2949,1,2.763220434752,-1.0000002874654967E-06,-9.999995231879666E-07
7431,2955,1,2.763220434752,-1.0000002874654967E-06,-9.999995231879666E-07
7439,2967,1,2.763220434752,-1.0000002874654967E-06,-9.999995231879666E-07
7451,2985,1,3.619828453384,-1.0000002874654967E-06,-9.999995231879666E-07
7455,2991,1,-3.223667408187,-1.0000002874654967E-06,-9.999995231879666E-07
7463,3003,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7467,3009,1,-5.139648111794,-1.000000287909586E-06,-9.999995231879666E-07
7471,3015,1,2.805647025518,-1.0000002874654967E-06,-9.999995231879666E-07
7475,3021,1,-3.184363579917,-1.0000002874654967E-06,-9.999995231879666E-07
7479,3027,1,-3.184363579917,-1.0000002874654967E-06,-9.999995231879666E-07
7503,3063,1,-3.714049922404,-1.0000002874654967E-06,-9.999995231879666E-07
7507,3069,1,-1.919103466103,-1.0000002874654967E-06,-9.999995231879666E-07
7519,3087,1,-2.775711484736,-1.0000002874654967E-06,-9.999995231879666E-07
7539,3117,1,-3.714049922404,-1.0000002874654967E-06,-9.999995231879666E-07
7543,3123,1,-3.714049922404,-1.0000002874654967E-06,-9.999995231879666E-07
7551,3135,1,3.171872529933,-1.0000002874654967E-06,-9.999995231879666E-07
7563,3153,1,-3.714049922404,-1.0000002874654967E-06,-9.999995231879666E-07
7571,3165,1,-2.206721313978,-1.0000002874654967E-06,-9.999995231879666E-07
7575,3171,1,-2.206721313978,-1.0000002874654967E-06,-9.999995231879666E-07
7583,3183,1,4.518863062783,-1.000000287909586E-06,-9.999995231879666E-07
7611,3225,1,-3.714049922404,-1.0000002874654967E-06,-9.999995231879666E-07
7627,3249,1,2.233534092264,-1.0000002874654967E-06,-9.999995231879666E-07
7635,3261,1,2.233534092264,-1.0000002874654967E-06,-9.999995231879666E-07
7639,3267,1,2.233534092264,-1.0000002874654967E-06,-9.999995231879666E-07
7643,3273,1,2.233534092264,-1.0000002874654967E-06,-9.999995231879666E-07
7651,3285,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
7663,3303,1,6.310686756588,-1.000000287909586E-06,-9.999995231879666E-07
7683,3333,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
7691,3345,1,2.233534092264,-1.0000002874654967E-06,-9.999995231879666E-07
7695,3351,1,2.233534092264,-1.0000002874654967E-06,-9.999995231879666E-07
7699,3357,1,-1.758765390527,-1.0000002874654967E-06,-9.999995231879666E-07
7711,3375,1,6.5527552512,-1.000000287909586E-06,-9.999995231879666E-07
7731,3405,1,-3.714049922404,-1.0000002874654967E-06,-9.999995231879666E-07
7735,3411,1,6.716216089273,-1.000000287909586E-06,-9.999995231879666E-07
7739,3417,1,-4.243736264892,-1.000000287909586E-06,-9.999995231879666E-07
7747,3429,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
7759,3447,1,-4.243736264892,-1.000000287909586E-06,-9.999995231879666E-07
7771,3465,1,3.211176358203,-1.0000002874654967E-06,-9.999995231879666E-07
7775,3471,1,2.560455768409,-1.0000002874654967E-06,-9.999995231879666E-07
7779,3477,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
7787,3489,1,-1.758765390527,-1.0000002874654967E-06,-9.999995231879666E-07
7791,3495,1,-1.023191619201,-1.0000002874654967E-06,-9.999995231879666E-07
7795,3501,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
7799,3507,1,-4.243736264892,-1.000000287909586E-06,-9.999995231879666E-07
7803,3513,1,-4.243736264892,-1.000000287909586E-06,-9.999995231879666E-07
7819,3537,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
7823,3543,1,-4.243736264892,-1.000000287909586E-06,-9.999995231879666E-07
7827,3549,1,-4.243736264892,-1.000000287909586E-06,-9.999995231879666E-07
7863,3603,1,4.188818624142,-1.000000287909586E-06,-9.999995231879666E-07
7875,3621,1,-3.266093998953,-1.0000002874654967E-06,-9.999995231879666E-07
7879,3627,1,-4.243736264892,-1.000000287909586E-06,-9.999995231879666E-07
7883,3633,1,-1.471147542652,-1.0000002874654967E-06,-9.999995231879666E-07
7923,3693,1,-3.266093998953,-1.0000002874654967E-06,-9.999995231879666E-07
7927,3699,1,-3.266093998953,-1.0000002874654967E-06,-9.999995231879666E-07
7931,3705,1,-1.552877961688,-1.0000002874654967E-06,-9.999995231879666E-07
7947,3729,1,-3.266093998953,-1.0000002874654967E-06,-9.999995231879666E-07
7951,3735,1,-3.181240817421,-1.0000002874654967E-06,-9.999995231879666E-07
7959,3747,1,-1.758765390527,-1.0000002874654967E-06,-9.999995231879666E-07
7983,3783,1,-2.815015313006,-1.0000002874654967E-06,-9.999995231879666E-07
7991,3795,1,-3.266093998953,-1.0000002874654967E-06,-9.999995231879666E-07
7995,3801,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
7999,3807,1,-1.389417123616,-1.0000002874654967E-06,-9.999995231879666E-07
8003,3813,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
8007,3819,1,-6.199020796769,-1.000000287909586E-06,-9.999995231879666E-07
8019,3837,1,1.628362855733,-1.0000002874654967E-06,-9.999995231879666E-07
8063,3903,1,-1.023191619201,-1.0000002874654967E-06,-9.999995231879666E-07
